aX,aY,aZ,gX,gY,gZ
0.402,0.436,-0.491,65.491,25.940,-2.930
0.507,0.403,-0.382,80.200,36.011,6.470
0.529,0.346,-0.257,94.482,47.363,16.479
0.499,0.245,-0.114,108.643,59.021,23.987
0.429,0.138,0.008,121.277,63.477,28.931
0.442,0.075,0.064,131.104,69.580,29.419
0.445,0.065,0.152,143.311,75.439,27.222
0.455,0.031,0.237,156.555,84.839,28.259
0.510,-0.002,0.327,170.776,99.915,29.114
0.536,-0.111,0.597,187.927,122.375,34.424
0.542,-0.293,0.884,198.914,150.635,44.006
0.586,-0.497,1.200,197.021,181.885,54.626
0.613,-0.686,1.608,184.448,210.937,62.317
0.615,-0.847,1.971,166.199,227.844,62.622
0.630,-0.886,2.204,139.221,229.065,59.631
1.098,-0.770,2.497,110.229,215.820,55.420
0.548,-0.645,2.338,86.792,168.701,65.796
0.641,-0.741,1.943,86.182,156.311,40.222
0.649,-0.717,1.908,102.417,147.034,17.883
0.598,-0.606,1.922,114.807,101.196,21.973
0.778,-0.762,1.816,122.192,85.571,18.921
0.747,-0.810,1.992,125.916,86.731,18.738
0.774,-0.967,2.227,121.460,90.271,22.583
0.819,-1.129,2.418,107.239,95.093,26.855
0.857,-1.198,2.561,84.778,97.900,26.794
0.840,-1.188,2.646,61.707,93.384,24.231
0.823,-1.218,2.724,44.373,76.416,20.081
0.817,-1.306,2.785,35.339,55.969,14.282
0.775,-1.331,2.805,31.982,30.823,4.639
0.778,-1.339,2.802,26.611,0.488,-5.493
0.785,-1.422,2.759,20.874,-24.109,-11.353
0.818,-1.473,2.677,11.230,-40.466,-16.724
0.836,-1.454,2.578,-3.845,-50.720,-20.386
0.832,-1.438,2.407,-22.888,-57.251,-20.447
0.835,-1.428,2.220,-42.542,-59.753,-17.761
0.813,-1.428,2.073,-59.937,-58.838,-15.930
0.783,-1.434,1.963,-76.843,-57.922,-18.005
0.778,-1.451,1.872,-92.407,-55.420,-24.048
0.821,-1.366,1.760,-102.539,-57.129,-33.936
0.768,-1.288,1.672,-102.539,-69.702,-44.800
0.822,-1.175,1.512,-93.323,-84.290,-56.885
0.691,-1.197,1.414,-78.064,-99.426,-65.796
0.779,-1.094,1.349,-66.040,-102.661,-77.393
0.820,-1.019,1.364,-67.322,-112.244,-60.547
0.845,-1.057,1.250,-75.867,-107.178,-51.392
0.711,-1.112,1.267,-90.454,-91.858,-48.218
0.591,-1.414,1.391,-105.591,-65.063,-45.349
0.528,-1.454,1.309,-133.484,-38.147,-68.848
0.608,-1.047,1.205,-171.021,-27.161,-97.107
0.514,-1.000,1.139,-177.551,-43.457,-114.136
0.274,-0.968,0.987,-148.254,-63.171,-135.071
0.542,-0.941,0.844,-107.300,-64.087,-155.029
0.596,-0.603,0.714,-80.566,-97.229,-179.138
0.570,-0.479,0.692,-60.974,-163.025,-199.646
0.622,-0.485,0.690,-38.940,-218.567,-199.524
0.651,-0.407,0.440,-34.180,-233.398,-182.800
0.631,-0.385,0.113,-47.668,-200.073,-158.875
0.514,-0.341,-0.193,-74.646,-158.813,-139.954
0.435,-0.315,-0.483,-103.394,-119.568,-133.179
0.387,-0.231,-0.671,-122.192,-78.491,-132.996
0.422,-0.223,-0.736,-129.395,-36.987,-134.521
0.534,-0.173,-0.790,-131.775,0.854,-137.451
0.660,0.064,-0.874,-125.183,26.794,-146.790
0.802,0.357,-0.856,-101.868,26.733,-153.137
0.934,0.486,-0.708,-68.726,12.512,-148.499
0.992,0.534,-0.576,-41.077,-2.686,-137.390
1.041,0.512,-0.493,-29.114,-5.676,-126.221
1.114,0.548,-0.419,-35.889,8.240,-120.483
1.163,0.678,-0.318,-55.603,31.372,-118.286
1.168,0.824,-0.195,-79.163,51.086,-113.037
1.128,0.938,-0.122,-100.525,64.026,-98.877
1.108,1.032,-0.102,-116.516,67.871,-80.200
1.083,1.171,-0.084,-122.742,63.660,-62.988
0.995,1.269,0.002,-112.671,50.842,-49.622
0.878,1.246,0.073,-92.590,28.442,-39.307
0.707,1.150,0.126,-72.571,5.798,-32.532
0.607,1.087,0.123,-53.284,-6.592,-29.968
0.524,1.027,0.135,-32.349,-17.212,-30.090
0.455,0.993,0.157,-14.954,-27.344,-31.799
0.410,0.962,0.161,0.610,-19.165,-29.846
0.366,0.884,0.237,11.902,-10.498,-22.766
0.315,0.764,0.361,19.043,-4.272,-16.846
0.315,0.666,0.482,24.414,4.150,-12.146
0.335,0.546,0.585,30.640,9.399,-7.690
0.347,0.438,0.706,36.072,8.972,-3.357
0.299,0.331,0.804,41.382,4.456,-1.038
0.271,0.234,0.852,44.006,-2.686,0.305
0.225,0.154,0.873,45.898,-9.766,1.282
0.152,0.086,0.923,46.875,-14.282,2.686
0.109,0.041,0.919,42.908,-15.808,4.089
0.087,-0.009,0.897,36.133,-14.954,6.348
0.075,-0.067,0.874,29.236,-11.475,6.348
0.077,-0.095,0.894,24.536,-5.371,2.991
0.076,-0.077,0.944,22.034,0.488,-2.625
0.056,-0.095,0.981,22.034,5.188,-8.911
0.245,0.028,0.910,-10.864,5.676,4.089
0.264,0.023,0.906,-10.315,5.798,4.639
0.283,0.012,0.922,-10.193,6.226,4.639
0.304,0.010,0.943,-10.925,5.371,5.005
0.324,0.016,0.939,-13.489,4.333,5.676
0.339,0.012,0.933,-15.747,2.808,6.348
0.344,0.011,0.923,-16.907,0.854,7.141
0.351,0.020,0.885,-18.311,-2.319,7.507
0.362,0.017,0.855,-18.738,-4.944,7.507
0.369,0.034,0.829,-17.578,-8.667,6.165
0.378,0.054,0.792,-14.893,-14.771,4.089
0.388,0.064,0.733,-12.024,-21.973,2.563
0.394,0.085,0.648,-10.010,-27.954,1.648
0.408,0.114,0.535,-8.850,-32.104,1.587
0.426,0.151,0.406,-8.301,-35.034,3.662
0.430,0.209,0.245,-9.094,-37.598,6.897
0.450,0.265,0.053,-9.827,-39.856,11.047
0.473,0.358,-0.147,-8.057,-44.067,15.991
0.499,0.447,-0.355,-4.456,-51.025,21.179
0.496,0.476,-0.539,1.038,-61.646,28.381
0.453,0.440,-0.740,7.629,-70.068,38.513
0.432,0.396,-0.992,16.785,-70.068,49.866
0.306,0.341,-1.177,31.616,-62.988,57.678
0.274,0.253,-1.270,48.889,-40.527,63.599
0.269,0.146,-1.314,70.557,-9.949,65.308
0.322,0.035,-1.251,93.994,20.630,60.669
0.394,-0.048,-1.105,116.211,51.208,49.622
0.475,-0.109,-0.890,135.071,77.148,38.330
0.556,-0.179,-0.640,149.475,94.788,31.860
0.597,-0.255,-0.362,156.311,105.225,31.677
0.615,-0.336,-0.161,155.334,107.605,36.377
0.572,-0.378,-0.046,150.696,103.088,42.175
0.530,-0.427,0.039,146.606,93.384,46.326
0.506,-0.478,0.118,146.484,89.294,47.974
0.455,-0.557,0.301,152.527,94.971,49.438
0.445,-0.730,0.636,162.231,108.582,49.927
0.401,-0.900,1.098,166.565,125.122,46.814
0.446,-1.049,1.581,162.048,141.479,39.124
0.506,-1.132,2.019,150.635,154.541,31.067
1.170,-0.678,2.819,130.798,132.385,40.710
0.208,-1.023,2.756,101.440,40.161,95.520
0.467,-1.586,2.385,104.004,51.636,13.977
0.472,-1.213,2.619,114.258,113.953,-34.851
0.379,-1.010,2.830,112.366,29.114,-2.014
0.753,-1.295,2.686,96.313,-4.517,7.507
0.623,-1.294,2.745,83.923,11.292,17.700
0.563,-1.405,2.774,61.951,14.648,19.226
0.637,-1.467,2.772,40.161,18.005,22.888
0.670,-1.470,2.822,25.757,24.536,24.597
0.706,-1.422,2.817,11.780,28.992,23.499
0.714,-1.411,2.757,-3.357,20.142,19.897
0.700,-1.375,2.627,-17.883,10.620,15.015
0.686,-1.316,2.470,-29.358,2.686,7.385
0.690,-1.255,2.300,-38.208,-5.249,1.404
0.682,-1.170,2.141,-45.349,-9.399,-1.343
0.665,-1.115,1.995,-51.147,-12.573,-1.587
0.635,-1.098,1.853,-56.396,-17.090,-1.526
0.589,-1.077,1.733,-60.791,-21.667,-2.197
0.588,-1.086,1.619,-65.125,-21.362,-2.625
0.532,-1.092,1.577,-68.359,-14.160,-2.930
0.511,-1.150,1.590,-70.374,-15.503,-3.418
0.469,-1.188,1.543,-71.655,-21.423,-7.385
0.423,-1.164,1.477,-69.580,-35.339,-16.174
0.429,-1.139,1.389,-65.369,-49.622,-24.414
0.382,-1.138,1.348,-59.875,-62.683,-30.029
0.356,-1.218,1.352,-59.021,-70.374,-35.156
0.317,-1.166,1.300,-63.843,-72.998,-43.274
0.292,-1.129,1.239,-66.833,-80.322,-47.485
0.285,-1.114,1.200,-67.383,-82.336,-52.368
0.676,-1.118,1.359,-66.162,-75.012,-53.101
0.339,-1.286,1.194,-68.726,-29.236,-44.617
0.053,-1.130,1.419,-81.848,-36.865,-62.439
0.097,-1.249,1.299,-96.680,-74.951,-69.214
0.133,-1.180,1.089,-95.703,-64.575,-81.116
0.116,-1.044,1.030,-91.125,-73.792,-93.079
0.109,-1.044,0.991,-79.712,-92.773,-108.215
0.174,-1.081,0.941,-63.354,-97.839,-117.249
0.288,-0.943,0.770,-49.561,-101.257,-129.700
0.341,-0.754,0.669,-40.405,-107.056,-142.029
0.408,-0.680,0.596,-34.668,-101.501,-143.311
0.421,-0.657,0.599,-33.630,-77.759,-137.451
0.445,-0.719,0.660,-39.124,-62.622,-135.559
0.401,-0.651,0.607,-47.913,-62.561,-144.775
0.425,-0.544,0.490,-51.941,-69.946,-154.541
0.521,-0.401,0.274,-48.279,-72.754,-157.410
0.577,-0.259,0.150,-39.612,-63.904,-152.771
0.626,-0.154,0.116,-32.532,-53.223,-141.113
0.719,0.006,0.002,-29.602,-41.687,-126.465
0.759,0.097,-0.080,-23.132,-30.823,-105.957
0.720,0.093,-0.125,-17.578,-20.935,-81.787
0.675,0.095,-0.216,-18.738,-6.348,-66.589
0.659,0.084,-0.273,-21.362,8.545,-63.416
0.675,0.141,-0.341,-23.010,24.658,-70.984
0.759,0.242,-0.318,-22.217,39.307,-87.402
0.920,0.412,-0.210,-19.531,49.805,-105.042
1.087,0.597,-0.020,-13.611,56.030,-117.554
1.205,0.808,0.179,-11.597,57.190,-121.277
1.216,0.982,0.337,-16.541,53.345,-113.647
1.156,1.036,0.478,-29.541,45.410,-95.825
1.075,1.059,0.488,-46.265,37.903,-74.402
0.924,1.032,0.447,-58.533,34.058,-58.838
0.789,0.998,0.376,-66.650,28.015,-45.898
0.697,0.999,0.338,-68.726,22.705,-33.447
0.630,0.976,0.364,-65.674,22.034,-21.057
0.516,0.902,0.430,-61.523,22.888,-10.315
0.443,0.786,0.464,-56.030,23.437,-2.563
0.342,0.689,0.463,-43.518,18.738,-0.122
0.314,0.569,0.521,-22.766,8.972,-1.526
0.296,0.462,0.607,-4.028,-2.930,-3.235
0.255,0.368,0.675,8.179,-8.240,-2.808
0.207,0.271,0.753,13.611,-10.498,0.427
0.173,0.192,0.778,10.925,-12.268,5.249
0.130,0.123,0.793,5.066,-9.338,8.789
0.092,0.061,0.809,1.099,-5.554,12.268
0.090,0.010,0.809,-0.793,-3.784,16.235
0.102,-0.009,0.802,-2.991,-0.732,18.188
0.127,-0.058,0.824,-5.920,3.723,21.179
0.192,-0.108,0.861,-8.789,7.263,23.193
0.073,-0.122,0.929,-9.460,5.737,24.353
