aX,aY,aZ,gX,gY,gZ
2.076,1.292,1.184,10.742,65.063,-182.495
2.044,1.479,1.356,22.156,43.701,-158.569
1.992,1.607,1.452,37.354,32.654,-136.047
1.954,1.694,1.519,48.340,26.184,-107.727
1.906,1.739,1.592,51.392,20.081,-69.214
1.828,1.683,1.627,43.152,14.038,-27.039
1.733,1.562,1.523,26.917,10.559,13.123
1.675,1.420,1.322,7.019,6.592,48.706
1.604,1.284,1.197,-6.592,-3.601,79.895
1.488,1.157,1.089,-12.634,-16.052,106.873
1.386,1.059,0.998,-15.076,-27.771,129.333
1.320,0.941,0.962,-14.587,-38.452,146.790
1.236,0.829,0.966,-14.587,-44.495,159.790
1.166,0.735,0.964,-16.541,-44.861,169.006
1.095,0.645,0.966,-18.921,-43.274,175.049
1.023,0.562,0.975,-19.775,-41.870,179.199
0.957,0.483,0.997,-20.996,-40.222,185.303
0.894,0.396,0.999,-24.841,-37.598,192.383
0.843,0.293,1.001,-30.762,-35.889,199.829
0.779,0.213,1.001,-36.926,-36.743,205.750
0.728,0.137,1.005,-43.091,-38.818,210.937
0.682,0.070,0.990,-46.204,-39.551,214.417
0.649,0.041,0.948,-45.288,-40.161,216.248
0.580,0.024,0.900,-43.030,-43.579,218.384
0.530,-0.021,0.857,-40.649,-46.326,221.436
0.499,-0.060,0.818,-39.551,-46.875,224.304
0.417,-0.117,0.801,-41.443,-43.274,225.342
0.332,-0.161,0.778,-44.250,-33.630,225.769
0.309,-0.215,0.782,-47.058,-21.301,224.792
0.281,-0.279,0.807,-49.561,-7.629,219.849
0.243,-0.309,0.847,-50.537,2.808,213.562
0.189,-0.299,0.890,-48.584,11.047,208.496
0.153,-0.303,0.899,-42.847,17.273,203.613
0.151,-0.329,0.929,-35.767,18.250,201.416
0.085,-0.365,0.956,-28.931,15.991,202.759
0.105,-0.427,1.003,-23.621,16.541,202.576
0.066,-0.475,1.026,-24.109,20.447,201.172
0.036,-0.531,1.058,-28.931,25.208,199.036
0.026,-0.586,1.086,-34.912,31.189,195.801
0.003,-0.615,1.098,-39.185,36.133,190.308
-0.030,-0.627,1.101,-40.588,37.964,185.425
-0.035,-0.645,1.087,-40.344,35.156,180.298
-0.052,-0.641,1.030,-39.612,29.724,175.049
-0.069,-0.701,1.012,-35.950,24.414,169.922
-0.089,-0.770,1.038,-31.189,20.935,164.429
-0.091,-0.820,1.051,-28.381,21.667,156.677
-0.088,-0.844,1.066,-26.978,24.536,146.545
-0.031,-0.853,1.078,-27.283,28.503,135.071
-0.020,-0.812,1.108,-29.846,29.785,125.183
0.013,-0.763,1.097,-33.997,35.706,115.234
0.061,-0.719,1.089,-39.063,39.001,109.436
0.083,-0.713,1.110,-43.091,36.743,107.422
0.121,-0.721,1.103,-44.189,37.903,104.065
0.162,-0.710,1.084,-42.114,41.077,98.267
0.168,-0.687,1.084,-38.391,37.170,90.942
0.171,-0.668,1.084,-32.959,29.419,84.595
0.171,-0.675,1.081,-28.076,21.851,80.200
0.138,-0.680,1.066,-23.926,15.259,77.026
0.118,-0.659,1.047,-22.278,9.644,73.792
0.066,-0.642,1.007,-21.057,4.517,69.397
0.076,-0.632,0.975,-19.897,1.160,64.880
0.008,-0.601,0.925,-17.639,-1.282,61.096
0.014,-0.600,0.880,-11.719,-1.099,55.237
-0.021,-0.565,0.853,-5.920,-5.188,51.636
-0.010,-0.570,0.863,-0.244,-5.798,48.340
-0.057,-0.581,0.859,4.150,-3.235,42.908
-0.062,-0.577,0.881,6.042,3.784,38.391
-0.078,-0.585,0.890,5.859,10.803,33.508
-0.095,-0.546,0.913,2.808,16.235,29.419
-0.101,-0.513,0.926,0.671,20.691,27.161
-0.093,-0.483,0.919,1.770,22.583,25.757
-0.095,-0.466,0.926,4.333,21.606,24.597
-0.087,-0.434,0.936,7.812,19.409,21.790
-0.099,-0.395,0.940,12.329,16.174,18.311
-0.085,-0.366,0.947,17.334,13.367,14.832
-0.081,-0.337,0.950,23.132,11.353,10.437
-0.074,-0.317,0.974,29.419,9.399,4.944
-0.089,-0.303,1.013,34.119,8.179,0.000
-0.097,-0.299,1.043,35.767,7.629,-3.906
0.162,-0.939,1.036,-22.827,-4.761,-19.958
0.149,-0.968,1.049,-20.813,-5.554,-24.658
0.135,-0.987,1.047,-18.921,-8.179,-29.541
0.109,-1.007,1.059,-17.334,-10.864,-35.339
0.069,-1.025,1.063,-15.625,-12.390,-41.931
0.055,-1.027,1.066,-15.137,-14.709,-48.279
0.013,-1.034,1.065,-13.794,-16.235,-53.406
-0.026,-1.095,1.078,-12.085,-17.334,-59.509
-0.066,-1.100,1.086,-12.390,-17.334,-69.885
-0.115,-1.110,1.096,-11.169,-18.738,-82.397
-0.155,-1.133,1.109,-6.287,-21.179,-96.924
-0.194,-1.129,1.114,-1.221,-23.499,-112.122
-0.211,-1.121,1.116,4.700,-25.696,-127.136
-0.235,-1.111,1.127,11.230,-29.053,-142.151
-0.254,-1.110,1.145,18.494,-31.250,-157.104
-0.256,-1.116,1.186,26.428,-32.654,-172.607
-0.253,-1.097,1.211,33.264,-32.776,-188.721
-0.268,-1.090,1.223,36.438,-32.654,-205.017
-0.174,-1.068,1.215,37.231,-30.090,-222.778
-0.247,-1.033,1.188,38.269,-29.968,-239.075
-0.175,-1.037,1.164,41.809,-24.536,-255.371
-0.156,-1.031,1.147,44.189,-24.536,-269.043
-0.100,-1.019,1.151,45.166,-28.931,-281.494
-0.108,-1.003,1.127,48.340,-29.907,-295.898
-0.024,-0.995,1.079,53.284,-25.879,-310.974
-0.001,-0.942,1.048,53.833,-31.860,-320.190
0.053,-0.938,1.006,52.185,-39.368,-328.674
0.105,-0.947,0.964,53.284,-37.598,-339.844
0.187,-0.937,0.855,52.124,-30.457,-351.257
0.373,-0.930,0.769,46.509,-23.743,-361.267
0.520,-0.885,0.641,36.926,-17.334,-370.972
0.743,-0.826,0.535,23.193,-11.169,-380.920
1.007,-0.746,0.474,8.484,-10.071,-387.695
1.309,-0.641,0.462,6.226,-11.536,-391.174
1.585,-0.510,0.448,20.203,-10.559,-392.517
1.918,-0.350,0.539,44.861,-7.568,-388.123
2.151,-0.223,0.679,78.064,-9.888,-377.258
2.391,-0.078,0.907,112.793,-9.155,-360.046
2.619,0.079,1.077,136.108,-4.639,-338.806
2.820,0.385,1.290,142.700,6.287,-312.988
2.918,0.679,1.478,131.409,27.100,-284.729
2.836,0.915,1.654,108.093,54.504,-258.484
2.792,1.135,1.660,75.073,85.571,-235.718
2.770,1.374,1.697,47.485,100.098,-213.257
2.648,1.604,1.807,32.898,84.106,-181.458
2.560,1.779,1.887,24.292,51.392,-142.944
2.435,1.851,1.889,17.944,19.348,-104.797
2.319,1.867,1.785,11.963,0.610,-64.087
2.120,1.802,1.572,4.089,-2.502,-20.691
2.026,1.621,1.134,-2.014,12.573,24.170
1.790,1.520,0.872,-19.653,11.353,77.454
1.752,1.239,0.653,-38.025,21.240,108.154
1.599,1.016,0.541,-53.711,15.564,122.437
1.415,0.938,0.667,-66.101,-15.747,138.428
1.373,0.906,0.824,-63.416,-34.363,152.893
1.301,0.833,0.906,-45.959,-44.678,164.551
1.310,0.718,0.952,-26.672,-42.603,173.828
1.295,0.657,0.938,-15.503,-40.649,182.922
1.268,0.614,0.943,-18.250,-43.701,195.129
1.252,0.535,0.929,-28.748,-43.030,209.534
1.226,0.422,0.891,-42.053,-37.292,223.694
1.172,0.344,0.853,-54.749,-26.978,236.328
1.075,0.241,0.807,-64.331,-14.221,247.925
1.003,0.075,0.795,-70.313,-2.808,255.066
0.927,0.009,0.776,-72.632,8.667,254.883
0.858,0.016,0.765,-68.481,16.663,251.038
0.790,-0.011,0.780,-57.495,17.700,250.671
0.737,-0.085,0.812,-43.701,14.404,255.554
0.722,-0.148,0.842,-32.410,10.010,262.512
0.721,-0.210,0.872,-25.879,7.996,265.747
0.683,-0.208,0.916,-24.719,7.690,266.296
0.637,-0.207,0.934,-28.137,8.972,266.724
0.585,-0.250,0.935,-31.311,11.414,270.203
0.534,-0.316,0.937,-32.776,11.963,276.672
0.506,-0.384,0.937,-33.997,14.160,282.104
0.468,-0.510,0.978,-33.325,18.494,282.166
0.415,-0.609,1.017,-33.081,25.024,275.513
0.352,-0.631,1.046,-34.607,32.715,265.869
0.264,-0.680,1.089,-34.790,40.527,257.263
0.217,-0.805,1.175,-30.457,46.509,248.718
0.151,-0.869,1.260,-25.085,50.049,239.868
0.104,-0.877,1.307,-23.865,54.077,227.661
0.084,-0.839,1.320,-25.146,56.335,214.783
0.053,-0.786,1.313,-28.625,54.749,204.773
0.059,-0.758,1.294,-33.997,47.668,199.890
0.094,-0.747,1.259,-39.490,40.222,196.716
0.098,-0.763,1.227,-43.030,36.438,191.956
0.073,-0.812,1.230,-44.861,35.034,184.387
0.049,-0.830,1.232,-43.396,31.311,172.913
0.059,-0.824,1.215,-35.889,24.048,160.889
0.090,-0.782,1.174,-24.841,15.137,149.719
0.091,-0.752,1.132,-13.672,5.737,139.893
0.151,-0.719,1.107,-5.493,-0.183,132.568
0.106,-0.700,1.068,-2.563,-7.568,127.197
0.084,-0.705,1.075,-7.019,-11.169,123.962
0.089,-0.742,1.052,-13.672,-2.991,119.507
0.090,-0.752,1.034,-21.301,4.395,117.004
0.058,-0.742,1.063,-30.701,8.423,112.122
0.062,-0.754,1.058,-36.987,23.437,102.478
0.050,-0.725,1.021,-39.001,38.208,93.323
0.040,-0.687,1.015,-38.513,40.894,87.463
0.023,-0.661,1.048,-34.485,37.170,83.008
0.013,-0.653,1.052,-28.687,32.410,77.393
-0.007,-0.628,1.064,-22.217,25.635,72.144
0.001,-0.583,1.052,-17.029,17.090,67.139
0.016,-0.550,1.026,-13.245,9.094,62.378
0.025,-0.540,1.002,-10.254,2.502,56.763
0.031,-0.524,0.969,-7.568,-1.465,49.744
0.037,-0.489,0.930,-4.761,-2.808,42.419
0.050,-0.464,0.917,-0.305,-1.587,36.682
0.037,-0.457,0.910,4.822,-0.732,32.349
0.039,-0.441,0.919,7.874,-0.977,27.954
0.023,-0.402,0.931,10.254,2.197,24.963
0.016,-0.382,0.938,13.367,5.920,22.034
-0.009,-0.360,0.965,14.404,3.174,20.325
-0.009,-0.333,0.997,13.062,1.160,19.714
-0.001,-0.303,0.989,12.695,3.845,16.541
-0.010,-0.255,0.960,12.878,4.150,12.878
0.000,-0.203,0.936,12.451,1.587,10.437
